store_id,uptime_last_hour,uptime_last_day,uptime_last_week,downtime_last_hour,downtime_last_day,downtime_last_week
8139926242460185114,1,24,168,0,0,0
5415949628544298339,1,24,168,0,0,0
3408529570017053440,1,24,168,0,0,0
9055649751952768824,1,24,168,0,0,0
4428372089193592098,1,24,168,0,0,0
2689959411535120475,1,24,168,0,0,0
8297996490922435741,1,24,168,0,0,0
1050565545391667097,1,24,168,0,0,0
3483930781272060942,1,24,168,0,0,0
1740222068509982431,1,24,168,0,0,0
2859012985063828777,1,24,168,0,0,0
3828361964081888905,1,24,168,0,0,0
5789640881970906690,1,24,168,0,0,0
5723059602183693938,1,24,168,0,0,0
4378293333107164443,1,24,168,0,0,0
8778651700128892847,1,24,168,0,0,0
6666934422919388376,1,24,168,0,0,0
6163165919739157695,1,24,168,0,0,0
2190599106298424769,1,24,168,0,0,0
2225219938220197351,1,24,168,0,0,0
5925159570709352168,1,24,168,0,0,0
8175229951397380687,1,24,168,0,0,0
4292660491880158081,1,24,168,0,0,0
6733800122189753654,1,24,168,0,0,0
7463734423358941330,1,24,168,0,0,0
7622852966095963272,1,24,168,0,0,0
6160914795278193489,1,24,168,0,0,0
338646328301262317,1,24,168,0,0,0
8640972490360190883,1,24,168,0,0,0
9058019541301770690,1,24,168,0,0,0
4381311595575895588,1,24,168,0,0,0
2248905253110987612,1,24,168,0,0,0
7968584600264951543,1,24,168,0,0,0
1655838063357762151,1,24,168,0,0,0
2118894053982561987,1,24,168,0,0,0
8471700099357897929,1,24,168,0,0,0
8372524645314576802,1,24,168,0,0,0
5552924050444994427,1,24,168,0,0,0
6921452823375303736,1,24,168,0,0,0
4529169694434968721,1,24,168,0,0,0
2787020355835455025,1,24,168,0,0,0
8971475435584615792,1,24,168,0,0,0
1236888576653956449,1,24,168,0,0,0
2739250325777580694,1,24,168,0,0,0
3114628966267234599,1,24,168,0,0,0
2958221658060682960,1,24,168,0,0,0
7972619999376644068,1,24,168,0,0,0
7786277334741505527,1,24,168,0,0,0
7263129728113095915,1,24,168,0,0,0
1501752248305324318,1,24,168,0,0,0
7959626024093666288,1,24,168,0,0,0
5670977555241596822,1,24,168,0,0,0
1801116365065971671,1,24,168,0,0,0
5938218521494275420,1,24,168,0,0,0
7506757311218522218,1,24,168,0,0,0
7902319769656483014,1,24,168,0,0,0
5365891606775901565,1,24,168,0,0,0
7731628114272740713,1,24,168,0,0,0
2870952845845047203,1,24,168,0,0,0
4684120169809436364,1,24,168,0,0,0
8910898981588710522,1,24,168,0,0,0
8523889910428063033,1,24,168,0,0,0
8750493480383302874,1,24,168,0,0,0
8783340632782870568,1,24,168,0,0,0
3547443835360588068,1,24,168,0,0,0
8959583929144879812,1,24,168,0,0,0
2974109706633403181,1,24,168,0,0,0
9200325206334396031,1,24,168,0,0,0
7665740608437227886,1,24,168,0,0,0
5447095752406471819,1,24,168,0,0,0
246505907494256090,1,24,168,0,0,0
8803894796084290585,1,24,168,0,0,0
4474327339142902549,1,24,168,0,0,0
1541695097704177827,1,24,168,0,0,0
5168885062800076167,1,24,168,0,0,0
8285346587034743878,1,24,168,0,0,0
5181171500058101260,1,24,168,0,0,0
6575266446222613262,1,24,168,0,0,0
1678415024862242015,1,24,168,0,0,0
9111087628624425255,1,24,168,0,0,0
6204284763418530336,1,24,168,0,0,0
3881760078520801429,1,24,168,0,0,0
7292116609046500092,1,24,168,0,0,0
4652595129999264905,1,24,168,0,0,0
4490168262699716549,1,24,168,0,0,0
7250561679095390438,1,24,168,0,0,0
27099145190781701,1,24,168,0,0,0
7700426430210091660,1,24,168,0,0,0
7689815792422819661,1,24,168,0,0,0
534942062508143963,1,24,168,0,0,0
4186055994645210040,1,24,168,0,0,0
761150016862176214,1,24,168,0,0,0
9007766313027524324,1,24,168,0,0,0
7131983716943940560,1,24,168,0,0,0
2418585462528908688,1,24,168,0,0,0
2680489839325406534,1,24,168,0,0,0
2921770204752359016,1,24,168,0,0,0
4714225106250340108,1,24,168,0,0,0
8445695079583663910,1,24,168,0,0,0
8238018223692779431,1,24,168,0,0,0
2217565331202925858,1,24,168,0,0,0
8445372164064960268,1,24,168,0,0,0
8316894844897055929,1,24,168,0,0,0
3676139268965286790,1,24,168,0,0,0
4301772298177454840,1,24,168,0,0,0
8281805787549037440,1,24,168,0,0,0
8018186541496678058,1,24,168,0,0,0
4382118344072425968,1,24,168,0,0,0
6833286636551589412,1,24,168,0,0,0
2599611321049050132,1,24,168,0,0,0
5172683340926528202,1,24,168,0,0,0
2444571783856717430,1,24,168,0,0,0
464344448013588853,1,24,168,0,0,0
5531489951592523305,1,24,168,0,0,0
7717660522305873406,1,24,168,0,0,0
8442155930538555912,1,24,168,0,0,0
1406152021548527918,1,24,168,0,0,0
2743917683024367670,1,24,168,0,0,0
1263313221864352798,1,24,168,0,0,0
6033078927093216807,1,24,168,0,0,0
5324764130529948850,1,24,168,0,0,0
5963244290990414105,1,24,168,0,0,0
60457724125785585,1,24,168,0,0,0
2485499600567598550,1,24,168,0,0,0
7079274467824786529,1,24,168,0,0,0
1759100766811847016,1,24,168,0,0,0
5953482702228811540,1,24,168,0,0,0
7782135406639936057,1,24,168,0,0,0
6561703302272808517,1,24,168,0,0,0
2716610122072123243,1,24,168,0,0,0
5347190332832093080,1,24,168,0,0,0
8358338731902291786,1,24,168,0,0,0
7494741768470986869,1,24,168,0,0,0
5871369041881192916,1,24,168,0,0,0
4093637869733340731,1,24,168,0,0,0
4944536771765996026,1,24,168,0,0,0
5638448267600207795,1,24,168,0,0,0
6077660293503601866,1,24,168,0,0,0
158406589678859173,1,24,168,0,0,0
7614824149049759851,1,24,168,0,0,0
4980781886232290796,1,24,168,0,0,0
148795032015503980,1,24,168,0,0,0
7048905833395581738,1,24,168,0,0,0
3520543761789396773,1,24,168,0,0,0
7700782639388559644,1,24,168,0,0,0
8032203943642240039,1,24,168,0,0,0
3511697439746388335,1,24,168,0,0,0
541109969542481625,1,24,168,0,0,0
2243645196147922938,1,24,168,0,0,0
8138753161225770962,1,24,168,0,0,0
4564476575467126467,1,24,168,0,0,0
2745405131043922955,1,24,168,0,0,0
367590061114712815,1,24,168,0,0,0
4392262532304212457,1,24,168,0,0,0
8204802052972909326,1,24,168,0,0,0
8260425251717833965,1,24,168,0,0,0
2723370672116413902,1,24,168,0,0,0
4328591465187020322,1,24,168,0,0,0
5013320822136552165,1,24,168,0,0,0
7315424696798227151,1,24,168,0,0,0
84556309993044773,1,24,168,0,0,0
5501223155082294021,1,24,168,0,0,0
7082578511700830448,1,24,168,0,0,0
3735062644644951598,1,24,168,0,0,0
6885055584095593568,1,24,168,0,0,0
2739506591976043860,1,24,168,0,0,0
7570269368745353854,1,24,168,0,0,0
3880151045864708269,1,24,168,0,0,0
3904969617592740705,1,24,168,0,0,0
6293447473718103019,1,24,168,0,0,0
9093184199664355954,1,24,168,0,0,0
3639357247132139641,1,24,168,0,0,0
4452511061815625182,1,24,168,0,0,0
4302876854415357898,1,24,168,0,0,0
9187547007090535526,1,24,168,0,0,0
6102129618872858606,1,24,168,0,0,0
6828664592648566966,1,24,168,0,0,0
4294796976390641784,1,24,168,0,0,0
2799412755942795518,1,24,168,0,0,0
5228523973235102150,1,24,168,0,0,0
7787233413436356353,1,24,168,0,0,0
8767068586059881204,1,24,168,0,0,0
6047205650421415000,1,24,168,0,0,0
1653546505509885456,1,24,168,0,0,0
2435196420942917349,1,24,168,0,0,0
2357757371120531929,1,24,168,0,0,0
404347378606512385,1,24,168,0,0,0
7920342993186169703,1,24,168,0,0,0
1749934803604450894,1,24,168,0,0,0
4683660238197535839,1,24,168,0,0,0
590843890890025127,1,24,168,0,0,0
8518420877315551053,1,24,168,0,0,0
8174582901236810236,1,24,168,0,0,0
1247679670163222814,1,24,168,0,0,0
2093459406570130080,1,24,168,0,0,0
6552433352624117779,1,24,168,0,0,0
5128069222245972936,1,24,168,0,0,0
5617147641233795296,1,24,168,0,0,0
2328922577549224385,1,24,168,0,0,0
8902299702965892833,1,24,168,0,0,0
5772275248460011564,1,24,168,0,0,0
7709672704889672140,1,24,168,0,0,0
1568938491008399136,1,24,168,0,0,0
7598275831951085035,1,24,168,0,0,0
5484740482186213372,1,24,168,0,0,0
4270744069660276008,1,24,168,0,0,0
5934756706876462824,1,24,168,0,0,0
5332269489088543854,1,24,168,0,0,0
2821716218327194996,1,24,168,0,0,0
2141385027021675889,1,24,168,0,0,0
2107845511883729045,1,24,168,0,0,0
5645218418215070857,1,24,168,0,0,0
3121383547391132887,1,24,168,0,0,0
8470714152989033556,1,24,168,0,0,0
1142217956989272744,1,24,168,0,0,0
6940297665890606054,1,24,168,0,0,0
4378492065940312953,1,24,168,0,0,0
4668147078195147229,1,24,168,0,0,0
1265586619698561267,1,24,168,0,0,0
4108771977457241007,1,24,168,0,0,0
442221075012068131,1,24,168,0,0,0
1133297841839630705,1,24,168,0,0,0
4393726559807507255,1,24,168,0,0,0
2570503046636429378,1,24,168,0,0,0
2741813902405087050,1,24,168,0,0,0
114275044024650773,1,24,168,0,0,0
3430291845684286642,1,24,168,0,0,0
2789835417512749936,1,24,168,0,0,0
6561574537151816086,1,24,168,0,0,0
96562112022963516,1,24,168,0,0,0
7535412366097548723,1,24,168,0,0,0
3587665864946240964,1,24,168,0,0,0
2601623541509400542,1,24,168,0,0,0
7516542846385307227,1,24,168,0,0,0
3510851156832069763,1,24,168,0,0,0
7735253880009557608,1,24,168,0,0,0
4624725758261783243,1,24,168,0,0,0
3261499711683468740,1,24,168,0,0,0
891329511295269720,1,24,168,0,0,0
8395278100631560761,1,24,168,0,0,0
2543361499493856526,1,24,168,0,0,0
1352067438971867278,1,24,168,0,0,0
8158574425503693718,1,24,168,0,0,0
978662904734234369,1,24,168,0,0,0
8284419975823451193,1,24,168,0,0,0
4568804477775278696,1,24,168,0,0,0
3334018861623947597,1,24,168,0,0,0
5869359793550600766,1,24,168,0,0,0
3967308403807969669,1,24,168,0,0,0
7915689110941151310,1,24,168,0,0,0
5749922296635145506,1,24,168,0,0,0
8494749731668571682,1,24,168,0,0,0
9125769193436105000,1,24,168,0,0,0
8804060814231974834,1,24,168,0,0,0
6762475149574716258,1,24,168,0,0,0
8567568702056553166,1,24,168,0,0,0
2062632175994588271,1,24,168,0,0,0
2326998101403619796,1,24,168,0,0,0
3476297652413330731,1,24,168,0,0,0
8769244068032301610,1,24,168,0,0,0
1281369870889059404,1,24,168,0,0,0
7484228659551863931,1,24,168,0,0,0
5194480840419173071,1,24,168,0,0,0
7913048394031126738,1,24,168,0,0,0
7107629672848489940,1,24,168,0,0,0
7101133681770744047,1,24,168,0,0,0
5285677229247796985,1,24,168,0,0,0
2447384155877148423,1,24,168,0,0,0
3004335085266214420,1,24,168,0,0,0
4616172507620864132,1,24,168,0,0,0
4479691732026209340,1,24,168,0,0,0
6833173360315994191,1,24,168,0,0,0
6348248333327710775,1,24,168,0,0,0
3733328457465971628,1,24,168,0,0,0
2696644192611925431,1,24,168,0,0,0
8721185064311032518,1,24,168,0,0,0
4147900741778358744,1,24,168,0,0,0
5048390595707248268,1,24,168,0,0,0
6236032181607039940,1,24,168,0,0,0
4398082883008351949,1,24,168,0,0,0
8656974969835091987,1,24,168,0,0,0
78840133745304014,1,24,168,0,0,0
3344763649801164460,1,24,168,0,0,0
1552357708124022142,1,24,168,0,0,0
5528766180183805661,1,24,168,0,0,0
6252624026242162708,1,24,168,0,0,0
4923162991944642705,1,24,168,0,0,0
6792005552508373456,1,24,168,0,0,0
3207936275085636287,1,24,168,0,0,0
1227925152111468964,1,24,168,0,0,0
3830435584849095889,1,24,168,0,0,0
5721357029476609077,1,24,168,0,0,0
1495179965606986494,1,24,168,0,0,0
5610412530533291063,1,24,168,0,0,0
9111813718630350474,1,24,168,0,0,0
7001015127375054226,1,24,168,0,0,0
2126569572325536294,1,24,168,0,0,0
4664838166424751162,1,24,168,0,0,0
1062490453651181568,1,24,168,0,0,0
3119561459267159151,1,24,168,0,0,0
5829217592981755483,1,24,168,0,0,0
229392696493371616,1,24,168,0,0,0
3897548149267830666,1,24,168,0,0,0
7898009483253486425,1,24,168,0,0,0
7116155571181942746,1,24,168,0,0,0
3408762813100733141,1,24,168,0,0,0
6202874450801049187,1,24,168,0,0,0
4248854976462323200,1,24,168,0,0,0
6540865366107698272,1,24,168,0,0,0
3750497338178007450,1,24,168,0,0,0
544843242554356188,1,24,168,0,0,0
4681743429609749121,1,24,168,0,0,0
1245871250837592404,1,24,168,0,0,0
2742003467129972596,1,24,168,0,0,0
6817327931256412969,1,24,168,0,0,0
6108971205781098565,1,24,168,0,0,0
145417959116960440,1,24,168,0,0,0
2671352006512594556,1,24,168,0,0,0
5516253888190090178,1,24,168,0,0,0
3673755321638450787,1,24,168,0,0,0
757564082742101725,1,24,168,0,0,0
